Price,Bedrooms,Bathrooms,Square Footage,Lot Size (Acres),Features,Listing Description
244800.0,3,1.5,1354,0.14,"['ceiling fans', 'energy-efficient windows', 'hardwood floors', 'functional storage', 'updated kitchen']","Discover your personal oasis in this breathtaking 3-bedroom haven. Strategically located in a prime location, the 1354 square foot home is a breath of fresh air. 1.5 meticulously crafted bathrooms and a 0.1-acre lot offer the ultimate in privacy and comfort. Distinctive touches like functional storage, updated kitchen, hardwood floors, ceiling fans, energy-efficient windows set this property apart. Remarkably priced at $244,800.0."
275300.0,2,1.5,800,0.16,"['hardwood floors', 'energy-efficient windows', 'ceiling fans', 'nice appliances', 'functional storage']","Welcome to your dream home! This picturesque 2-bedroom residence redefines modern living. With 1.5 meticulously designed bathrooms and 800 square feet of living space, every inch has been carefully considered. The 0.2-acre lot provides ample room for your lifestyle. Highlights include functional storage, energy-efficient windows, ceiling fans. At $275,300.0, this home is a rare find you won't want to miss."
190500.0,2,1.5,914,0.12,"['simple appliances', 'modest kitchen', 'basic tile floors']","Architectural brilliance meets everyday comfort in this stunning 2-bedroom masterpiece. Commanding a prime spot in a urban oasis, the 914 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.1-acre lot create the ultimate living environment. Be captivated by unique elements such as modest kitchen, basic tile floors, simple appliances. Exclusively available at $190,500.0."
183800.0,2,1.0,626,0.09,"['modest kitchen', 'basic lighting', 'simple appliances']","Welcome home to elegance! This incredible 2-bedroom sanctuary redefines residential living. Proudly positioned in a scenic enclave, the 626 square foot home is a masterclass in design. 1 spa-like bathrooms complement the expansive 0.1-acre grounds. Be impressed by premium features including basic lighting, simple appliances, modest kitchen. An unparalleled opportunity at $183,800.0."
410500.0,2,1.0,1491,0.55,"['walk-in closets', 'hardwood floors', 'spa-like bathrooms', 'designer windows', 'high-end appliances', 'energy-efficient systems', 'smart home features', 'custom lighting', 'professional landscaping']","Your search for perfection ends here! This classic 2-bedroom home is a cut above the rest. Nestled in a sought-after community, the 1491 square foot layout defines modern living. With 1 impeccable bathrooms spread across a 0.6-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like smart home features, designer windows, professional landscaping, spa-like bathrooms, energy-efficient systems. Priced to sell at $410,500.0."
510200.0,3,2.0,1552,0.38,"['spa-like bathrooms', 'designer windows', 'professional landscaping', 'outdoor living spaces', 'energy-efficient systems', 'hardwood floors', 'smart home features', 'custom lighting', 'high-end appliances', 'walk-in closets']","Prepare to be amazed by this sophisticated 3-bedroom masterpiece. Anchored in a sought-after community, the 1552 square foot home is a testament to sophisticated living. 2 luxurious bathrooms complement the expansive 0.4-acre property. Experience the extraordinary with features like smart home features, walk-in closets, spa-like bathrooms. Sensationally priced at $510,200.0."
288100.0,2,1.5,941,0.1,"['basic landscaping', 'updated kitchen', 'ceiling fans', 'modern lighting', 'functional storage']","Architectural brilliance meets everyday comfort in this modern 2-bedroom masterpiece. Commanding a prime spot in a scenic enclave, the 941 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.1-acre lot create the ultimate living environment. Be captivated by unique elements such as basic landscaping, ceiling fans, modern lighting, functional storage. Exclusively available at $288,100.0."
443000.0,4,2.0,1948,0.47,"['energy-efficient systems', 'spa-like bathrooms', 'hardwood floors', 'professional landscaping', 'gourmet kitchen', 'walk-in closets', 'designer windows', 'custom lighting', 'outdoor living spaces', 'high-end appliances', 'smart home features']","Your search ends here! This exceptional 4-bedroom masterpiece is a testament to refined living. Nestled in a scenic enclave, the 1948 square foot home boasts 2 perfectly appointed bathrooms. The 0.5-acre property offers both elegance and functionality. Elevate your lifestyle with features like high-end appliances, smart home features, spa-like bathrooms, gourmet kitchen, professional landscaping. Competitively priced at $443,000.0, this home won't last long."
342700.0,3,1.5,1459,0.31,"['hardwood floors', 'nice appliances', 'energy-efficient windows', 'basic landscaping', 'modern lighting', 'updated kitchen']","Discover a incredible 3-bedroom home that truly stands out in this waterfront community. Spanning 1459 square feet on a 0.3-acre lot, this property offers 1.5 bathrooms and unparalleled charm. Standout features include basic landscaping, energy-efficient windows, updated kitchen, hardwood floors. Priced at $342,700.0, this home represents an extraordinary opportunity for discerning buyers."
229100.0,3,1.5,1269,0.15,"['hardwood floors', 'updated kitchen', 'nice appliances', 'modern lighting', 'basic landscaping']","Prepare to be impressed by this incredible home that seamlessly blends comfort and style. Boasting 3 bedrooms, 1.5 bathrooms, and 1269 square feet of thoughtfully designed space, this scenic enclave property sits on a 0.1-acre lot that promises privacy and potential. Unique features such as nice appliances, basic landscaping, hardwood floors, modern lighting set this home apart. Offered at $229,100.0, this is an investment in your future."
342700.0,4,2.5,1585,0.27,"['hardwood floors', 'ceiling fans', 'basic landscaping', 'nice appliances', 'updated kitchen', 'functional storage', 'modern lighting', 'energy-efficient windows']","Welcome home to elegance! This delightful 4-bedroom sanctuary redefines residential living. Proudly positioned in a tree-lined street, the 1585 square foot home is a masterclass in design. 2.5 spa-like bathrooms complement the expansive 0.3-acre grounds. Be impressed by premium features including modern lighting, energy-efficient windows, ceiling fans, functional storage. An unparalleled opportunity at $342,700.0."
548600.0,5,3.0,2190,0.75,"['smart home features', 'hardwood floors', 'designer windows', 'gourmet kitchen', 'custom lighting', 'walk-in closets', 'energy-efficient systems', 'spa-like bathrooms', 'outdoor living spaces']","Discover your personal oasis in this charming 5-bedroom haven. Strategically located in a waterfront community, the 2190 square foot home is a breath of fresh air. 3 meticulously crafted bathrooms and a 0.8-acre lot offer the ultimate in privacy and comfort. Distinctive touches like outdoor living spaces, custom lighting, designer windows set this property apart. Remarkably priced at $548,600.0."
292300.0,2,1.5,1215,0.18,"['nice appliances', 'energy-efficient windows', 'functional storage', 'basic landscaping', 'modern lighting', 'ceiling fans']","A rare find has arrived! This luxurious 2-bedroom residence redefines home living. Commanding a prime location in a peaceful neighborhood, the 1215 square foot layout is pure inspiration. 1.5 carefully designed bathrooms and a 0.2-acre lot offer the ultimate in comfort and style. Be transformed by exceptional features such as energy-efficient windows, ceiling fans, functional storage, nice appliances, modern lighting. An unbelievable value at $292,300.0."
554500.0,4,2.0,1500,0.54,"['high-end appliances', 'outdoor living spaces', 'gourmet kitchen', 'designer windows', 'energy-efficient systems', 'spa-like bathrooms', 'custom lighting', 'walk-in closets']","Architectural brilliance meets everyday comfort in this pristine 4-bedroom masterpiece. Commanding a prime spot in a waterfront community, the 1500 square foot residence speaks volumes. 2 designer bathrooms and a 0.5-acre lot create the ultimate living environment. Be captivated by unique elements such as walk-in closets, designer windows, outdoor living spaces, custom lighting, gourmet kitchen. Exclusively available at $554,500.0."
150000.0,2,1.0,899,0.07,"['vinyl siding', 'basic tile floors', 'basic lighting']","A true gem has arrived! This picturesque 2-bedroom home represents the pinnacle of contemporary living. Strategically positioned in a quiet cul-de-sac, the property spans 899 square feet of pure inspiration. 1 bathrooms provide both luxury and practicality on a 0.1-acre canvas. Distinguished by vinyl siding, basic lighting, basic tile floors, this home transcends ordinary expectations. Incredibly priced at $150,000, opportunity knocks."
412000.0,3,1.5,1451,0.44,"['walk-in closets', 'outdoor living spaces', 'high-end appliances', 'energy-efficient systems', 'gourmet kitchen', 'professional landscaping', 'hardwood floors']","Your search for perfection ends here! This modern 3-bedroom home is a cut above the rest. Nestled in a tree-lined street, the 1451 square foot layout defines modern living. With 1.5 impeccable bathrooms spread across a 0.4-acre paradise, comfort knows no bounds. Elevate your lifestyle with extraordinary features like gourmet kitchen, outdoor living spaces, professional landscaping. Priced to sell at $412,000.0."
307100.0,3,1.5,1133,0.23,"['ceiling fans', 'functional storage', 'energy-efficient windows', 'modern lighting', 'hardwood floors']","Architectural brilliance meets everyday comfort in this serene 3-bedroom masterpiece. Commanding a prime spot in a suburban retreat, the 1133 square foot residence speaks volumes. 1.5 designer bathrooms and a 0.2-acre lot create the ultimate living environment. Be captivated by unique elements such as modern lighting, ceiling fans, energy-efficient windows. Exclusively available at $307,100.0."
